X1,X2,X3,X4,Y
0.58469,0.92896,0.73969,-0.30477,2.45346
0.15354,1.14328,-1.76174,0.79933,1.05733
0.87672,1.09264,-0.38392,1.08367,5.23414
-0.98318,-0.64264,0.09482,0.17285,0.25409
-0.69221,0.18253,0.30395,2.21492,4.04418
1.50255,0.39308,0.94908,-0.33041,3.19387
-1.14954,-0.31444,-0.08539,0.76882,1.18778
0.28151,-0.64624,-0.93441,-0.74282,-0.78355
-1.06001,-0.53341,0.15752,-0.35059,-1.20791
-0.47715,-0.11833,-1.36917,1.3361,1.70889
-0.27985,-0.43192,-1.59355,0.40021,-0.12177
-0.94481,0.88733,0.62158,-0.32613,-0.92555
-1.29713,0.41603,0.42226,0.7132,2.07455
-0.54848,1.52965,-0.3193,-0.5787,2.31997
0.94936,2.25334,-1.46145,-1.45668,0.42015
-2.16568,0.38291,-0.99276,0.89333,-2.01211
-1.45102,0.8607,-0.71065,-0.52756,-0.51656
0.45325,-2.21343,1.46668,-0.31644,-0.42932
2.22056,0.00071,1.03076,-0.11834,3.48088
1.83534,-0.05762,0.56892,0.53522,4.46324
1.65556,1.47267,-1.10779,0.52823,3.07283
0.20805,-0.94385,0.56726,-1.03272,0.70949
1.2634,-0.24997,0.13258,0.04925,4.31555
-1.11858,0.40807,-0.94961,1.12607,-1.08134
-0.54083,-0.35972,1.18853,0.8255,2.51792
1.9038,-0.49844,-0.55563,0.07086,4.24853
1.58225,2.02124,-1.85657,0.12859,1.51551
-1.57102,2.06046,0.97906,-0.11644,4.43615
-1.17617,0.88201,-0.67335,-0.74199,0.65708
0.53972,-1.35334,0.73007,-0.19533,1.80835
-0.15704,1.4893,1.45957,-0.92534,1.87553
-0.51442,0.71698,0.24392,0.36454,4.31776
-0.25235,1.96019,0.57674,-1.97627,0.76312
-1.13766,-0.09732,-0.14216,-1.93838,-3.02292
-0.44729,-0.9199,-0.34358,-0.95736,-3.04384
1.01392,0.44274,-0.16438,0.02492,2.43987
-0.23161,0.46335,0.50975,-0.9171,0.32752
0.71399,-1.27891,0.21771,-1.369,-0.06274
-0.82551,-1.92777,1.16414,-1.184,-0.42443
-0.63883,-0.47159,0.87132,-0.54598,0.56043
0.62259,-2.11054,0.08815,1.37755,0.80736
1.15475,1.41039,-0.30044,-0.79179,1.11014
-1.17137,-1.46698,-0.5733,-0.56495,-2.80654
0.32911,0.34854,-0.02209,1.95829,5.38706
0.02479,1.97645,-0.09611,0.29714,2.39993
0.12519,-0.69409,0.0641,-0.70236,1.20636
0.95372,-0.79235,-3.30014,0.44355,-3.1927
-1.3631,1.07039,0.15977,-0.75663,-0.62589
-0.6312,0.77681,-0.18638,-0.15703,0.87664
-0.00559,-0.38215,1.07507,0.45233,1.55761
-1.22647,-0.27223,1.44741,-0.33469,-0.10956
0.86704,-0.63804,-1.66972,-2.49122,-3.22221
0.92341,0.71571,-0.03429,-0.37547,-0.1023
-1.02915,-0.71661,-0.1726,0.97773,-0.44894
-1.89951,-0.34451,1.60031,2.34007,2.0944
-0.9179,-0.27909,-0.24148,-0.60186,-2.28636
1.63969,-1.43985,1.46705,0.6537,2.17544
-1.4199,0.0249,0.11665,-1.12638,-2.1247
1.14445,0.66979,-1.35047,1.51988,2.77661
-1.5651,1.13653,0.06586,-1.01453,-0.38627
1.65612,-0.47018,-0.92727,0.3031,1.6251
0.63289,-0.32106,-0.9913,2.0973,4.3073
0.15319,-0.66506,-0.12059,0.47984,2.56462
1.28881,0.41077,-1.80118,0.75612,1.57207
-0.7441,0.60516,0.32543,-0.37703,2.037
1.09891,1.25706,-1.14685,0.214,2.06531
-1.81886,0.23743,-0.24718,0.50182,1.30955
-0.13016,-0.34623,0.91505,-0.19029,2.42171
-0.43462,0.39928,0.31153,-0.78928,1.83746
-2.14235,-0.30044,2.5633,-1.9698,-1.14098
0.91444,-1.28376,-0.00531,0.02209,0.27809
1.11594,-0.46946,-0.7651,0.95698,0.29373
-1.34716,1.87362,-1.21691,1.16916,4.82899
0.98696,0.81199,0.21445,-0.01031,2.16364
-3.64469,-1.30699,0.1811,-0.23481,-3.95353
-0.50133,-0.24022,-0.90746,-0.09902,-2.07025
1.61002,-0.04806,0.48108,1.2535,6.21022
-2.63387,0.47067,-1.19621,-0.35988,-2.37662
-0.36497,0.13966,-0.22172,-0.51073,0.90231
0.34859,-0.10901,-0.01834,0.10213,1.37877
-2.31411,0.12323,-0.59561,-0.63685,-2.16923
1.08835,0.74323,-2.83467,-1.39121,-0.67866
0.54494,0.8396,-0.61257,0.23259,3.00432
-0.1788,2.30888,-0.75633,0.00592,3.40421
0.26923,-0.91905,0.90116,-1.04479,1.69934
0.87728,0.90863,-0.55585,-0.67926,1.13567
-1.21086,0.3369,1.04805,0.54041,1.5832
0.62454,-1.85652,0.6805,-1.0368,-1.74421
-1.73676,0.21669,0.08056,-1.43093,-2.38407
0.80802,0.03627,1.42342,-1.97289,1.62178
-1.04451,-0.77883,0.32339,0.00175,1.07794
1.37286,-0.50578,1.0743,0.28694,3.11544
-0.64119,2.02053,-0.2328,-1.06833,2.57655
-1.92697,1.1264,0.92067,-0.56081,1.01915
1.61397,-1.27659,0.85874,-1.70425,0.98354
-1.28097,-0.84198,-0.63917,0.26424,-2.24679
-0.35436,-1.23726,-0.5084,-0.50977,-0.49729
-0.16108,-0.04666,-2.10701,0.50712,-1.13175
-0.33266,-1.96603,-0.82382,0.72068,-1.76592
-0.06742,-1.1485,-1.06575,0.31808,-1.35784
0.49838,-1.03671,-2.1818,-0.77019,-1.29153
-0.94924,3.09056,1.6187,-0.12525,6.93445
0.06371,0.78787,0.36555,0.71514,4.84039
0.69039,0.67414,0.03734,0.66307,1.27617
-0.20298,0.5841,0.33498,-0.12401,3.22315
1.54701,0.8048,2.3435,-0.02015,7.45091
0.81853,-1.43125,0.39514,0.93834,1.09543
-0.79751,0.14678,0.98078,0.64424,0.83057
0.08948,0.66182,1.09452,0.04575,2.36321
0.69427,-0.82014,-0.34507,0.32873,0.68803
0.62508,0.25908,0.88938,-0.93559,1.18832
1.81411,-0.1577,0.47783,0.0139,1.30306
-0.26458,1.66411,-1.05124,0.37713,2.16794
-0.21251,0.84458,0.26702,-0.86716,1.01543
-1.34746,1.46588,0.3933,-0.66878,-0.88019
-1.06605,0.42237,-1.45803,-1.66972,-2.26706
-0.24106,-1.68,0.27413,-1.42215,-2.31504
-0.66511,1.12671,0.65796,-0.73267,1.53544
1.35108,-1.34128,-0.6019,0.63845,2.15572
-0.24796,-2.76085,-1.40856,-0.87775,-5.56238
0.33212,1.97705,1.26803,-0.02507,4.03797
1.35629,-0.40898,0.91422,0.8141,6.07945
0.17765,1.46897,-0.2899,0.94505,5.11526
0.96233,2.30483,2.042,-0.50834,6.82685
0.07957,0.13901,-0.2092,0.32607,0.43322
0.58006,0.50921,0.4829,-2.06549,1.3894
-0.37518,1.32718,-0.00431,-0.74128,2.27484
0.29792,1.53531,1.41935,0.45104,4.08185
0.91407,-0.07558,0.34477,0.58521,2.38009
0.15902,0.85178,-1.7281,1.4455,1.70829
-1.23368,-0.92565,-0.51182,-0.26614,-3.056
-0.24408,0.78753,0.15701,0.8015,0.89154
0.00634,-0.28019,0.26166,0.29804,1.33123
-0.71998,-0.80547,2.28604,1.14674,2.4981
-0.5799,-0.07247,-4.2414,0.13287,-4.10229
0.59709,1.1386,-0.20615,1.68596,2.91854
-0.84723,-1.57179,0.39719,-0.25058,-0.86326
-0.44442,0.32661,1.07047,2.35459,3.21715
-1.31768,0.5722,-0.27036,0.85885,-1.36629
-0.21284,-0.72343,0.29293,0.78248,1.05582
-1.36661,0.93907,-0.11774,-0.06623,1.25472
0.80264,-0.11458,1.30869,0.64546,3.34417
-1.07284,-1.82657,-1.49275,-0.06827,-3.16295
0.56986,-0.62135,0.31908,0.58084,2.96213
-0.55045,-0.50369,0.12969,-0.2302,0.33251
0.04537,1.03625,0.15023,0.10792,1.42178
1.9729,0.27044,0.88042,0.36487,3.63696
-1.35986,1.05929,0.0677,2.13005,2.03571
-0.76751,0.12113,-0.53774,0.19235,-0.54793
-0.57507,-1.3547,-0.48243,0.52397,-0.70004
2.07141,0.40069,-0.57755,-0.63377,2.2822
0.57975,0.07345,0.35515,-1.62089,-0.90866
-0.48014,-1.02862,-0.0468,0.89354,1.53614
-1.74056,-0.26445,0.00799,0.32165,-1.22176
-0.8265,-1.62867,-0.78249,-1.17381,-1.89135
0.47021,0.81542,-0.26764,-1.20886,1.75389
-0.13673,-1.4167,-1.10355,-2.06791,-0.40344
1.25707,0.26536,0.14013,-0.66624,2.68359
-0.41045,-1.22216,-1.29294,1.56026,2.00652
0.44088,-1.05175,0.11269,0.69119,-0.1075
0.76472,-0.40376,0.24229,-0.03275,0.48408
-0.24805,-0.74543,-1.42178,0.8022,-0.58586
0.52361,-0.71744,-1.97716,-0.87289,-0.8912
-1.0941,-0.44475,-0.53666,-0.01917,-1.49717
-1.58032,-2.42008,0.3349,-1.12306,-5.10521
-0.46088,-0.2539,0.68459,0.14067,0.81731
-0.91066,-1.18614,1.80548,-0.80208,1.67092
0.89658,0.7919,0.11462,-0.79316,0.94487
-0.16255,-2.31759,0.75099,-0.90053,-1.34814
1.21278,-0.59347,-0.48623,-1.73693,-1.03525
-0.55398,-1.05995,-0.03058,0.98703,0.32193
-0.45457,-1.20397,-0.62142,0.05063,-1.57987
-0.93638,-0.6664,-1.38922,0.02889,-2.77
-1.52948,-0.62265,-2.04864,2.20899,0.04417
0.37324,-0.2789,-0.13592,-0.33305,0.76641
-1.51806,-0.8723,1.25392,0.56554,-1.80119
-0.30203,-1.24607,0.43321,-0.35039,-0.35471
1.39166,-0.82308,-1.30313,-0.77028,-1.0516
0.81626,1.37404,-0.92387,1.62809,4.06605
0.32195,1.40179,0.60376,-1.55155,1.85761
0.88201,-0.64349,-2.04028,-0.12012,-2.13264
0.66847,0.54555,0.41219,-0.01939,3.81571
-1.86249,-0.93099,1.67163,-0.33959,1.16319
-0.39651,-0.44482,-0.59845,-1.73424,-1.71079
1.10864,-0.69053,2.5182,0.98323,5.23393
-1.07624,-1.73099,0.8411,-1.2412,-0.28086
-0.75178,-1.43465,-0.23424,0.03068,-2.65523
-2.85094,-0.52009,0.25577,0.05355,-0.29109
0.34156,0.30821,0.86711,1.72493,4.68648
0.54458,0.50796,-2.73696,0.30372,-1.07943
-0.2094,-0.8884,0.48285,-0.1037,-0.35347
0.58005,1.20712,-0.40768,-0.04145,0.18022
-0.16739,1.33374,0.10869,1.68241,4.08716
-1.69668,-1.05465,0.36116,-0.12943,-1.4497
0.60808,0.43217,-1.60461,0.0767,0.68378
-2.11873,-0.63834,-1.07519,0.91501,-1.02322
0.56262,0.11749,-0.6895,-1.40573,-1.79235
1.38294,0.0644,-1.55879,0.04502,0.91675
0.09215,1.26615,0.58298,0.34069,4.58012
0.96334,0.38137,-0.50017,0.03656,2.12499
1.55495,2.06145,-1.18383,-0.87178,1.97871
-0.52395,-2.88853,-1.22458,0.37184,-3.88597
-0.97177,-0.25376,1.05204,2.15122,3.03637
0.22119,0.22067,1.92373,-0.41305,3.4013
0.87738,1.05926,-0.82048,0.18115,1.17896
-0.0585,-1.16295,-0.60782,0.28794,0.76112
0.97596,-0.46855,-0.51652,1.63531,0.51263
1.00578,-0.68057,0.65968,0.35871,-0.14499
-0.41398,0.92585,1.04369,0.96395,4.03733
-0.96936,-1.77579,-0.17991,1.5547,-1.19593
0.86328,-1.00295,-0.80455,0.14854,2.40717
-1.12556,0.86682,0.46146,-1.13392,-1.93589
-0.08851,-0.87135,0.59964,0.09781,-0.1591
-2.06572,-0.74808,0.71673,-0.27833,-0.94986
0.286,-0.60007,-2.74153,0.48654,-1.88021
-1.41181,0.89601,1.24338,0.67967,3.60254
0.23562,-0.8476,0.6025,-0.1299,-0.31022
-0.05407,-1.3587,-0.12923,-0.76249,-0.23056
-0.11068,0.56718,0.114,0.3677,1.79963
1.94408,-0.8002,-0.26819,0.8837,2.06595
-0.4684,0.54271,0.57883,0.74269,2.47896
-0.12574,-0.72792,1.21103,-0.01704,-0.16221
1.35252,0.04423,0.50972,1.21816,2.28856
-2.2775,-1.16206,-0.46309,1.69931,-0.01136
-0.69479,-0.80981,0.42624,0.72489,2.92954
0.66686,-0.84952,-0.11592,-1.20909,-1.20663
1.12269,0.26593,-2.38684,0.22728,-0.09153
2.15953,1.21216,-1.58886,-0.29352,0.12603
1.01386,1.31701,1.82831,1.10241,5.67841
-0.38075,1.0165,1.78354,-1.1721,2.09313
0.81428,1.56571,-0.19414,-1.98106,2.9052
2.76956,0.94873,0.92507,-1.36249,3.8954
-1.04227,1.38999,-1.42188,1.49824,-0.02197
0.37429,-0.50927,-0.31937,0.24109,1.96494
-1.06079,0.81487,0.16146,-0.71785,0.10013
-0.57622,0.99,-1.34852,0.15301,0.4497
0.42373,-0.15937,-1.33644,0.13752,1.08824
1.38934,-0.49903,-0.47704,-0.62406,0.41505
-1.94271,0.02486,-0.87399,-0.50146,-2.23304
0.79111,0.44094,-0.10527,-0.68387,0.39169
-0.37578,1.05226,1.02777,-0.65544,-0.43742
-2.27132,-0.01395,0.16599,1.36624,-0.11424
0.95522,-1.54365,0.18417,1.05512,2.84613
2.1053,-0.34062,-1.81864,-1.32913,0.01396
0.41473,1.03729,-0.57821,-0.42408,1.813
1.62753,-0.25045,-1.1996,0.5044,1.70964
0.20433,-0.31638,-0.89892,0.12835,-0.10636
-0.74048,-1.90436,-0.01396,-2.29526,-3.97455
1.44979,0.68383,0.1435,-1.36254,2.48617
0.23985,-1.19262,-0.25508,1.28586,1.09842
1.15803,0.40676,1.46798,-0.62794,0.77409
0.09515,-0.92464,0.32129,-0.26626,1.18435
0.11561,0.35271,-0.77961,1.11715,2.05562
-0.1026,-0.368,-0.62573,-0.74271,-0.74173
2.57108,0.51976,0.25003,-0.44343,5.21293
-0.55135,-0.60686,1.86575,0.13961,2.37104
0.57002,-0.36226,-1.37919,-0.65,1.32066
1.35565,-1.69402,0.62743,-1.03597,2.55321
-0.22963,1.12272,0.53108,-0.50802,3.18622
-0.08415,0.39091,-2.1813,3.06393,1.14285
-1.12096,0.54497,-0.60452,0.92162,1.33172
-1.00522,0.29178,-1.59506,-0.33537,-1.44763
-0.19732,0.00767,-0.12422,0.51913,1.10218
-0.24248,0.04269,-0.24832,0.5491,3.98501
0.76744,0.64541,-0.67446,-0.10171,2.12674
0.06911,0.68293,-0.16027,-1.2346,-0.70778
-1.64964,-1.28037,-1.87361,-0.1719,-4.32102
0.2423,-0.21666,1.63142,0.86816,3.06151
1.59346,-1.41974,-0.76627,0.23123,0.94805
1.10499,1.19566,0.00675,0.23311,2.17384
-1.33896,-1.71263,0.60735,-1.15396,-2.15144
0.62217,-0.02409,-0.3312,-0.23371,1.36205
-0.12013,-0.4816,0.27284,-1.02498,0.81081
0.22174,1.59714,0.0659,-0.97266,1.7206
0.76451,-0.47232,1.33856,0.87077,5.42217
0.62757,-1.04969,-0.1467,-0.61814,-0.7651
-0.4788,1.0592,0.54221,-1.85459,1.15695
1.12805,-1.01323,0.27175,1.95838,4.1112
-0.51513,-1.55939,-0.39101,-1.10609,-3.60961
1.02653,-0.59898,0.04137,0.48718,1.92072
-0.62627,1.17095,0.52833,-0.0968,4.46079
-0.61165,-2.00933,0.76439,-1.11851,-4.22457
-0.02808,1.51508,-0.58777,0.41376,1.71676
1.32665,0.87529,0.38262,0.2328,5.08107
-1.36155,0.67765,0.00491,0.52049,2.207
1.4805,0.58164,-0.05885,-0.10055,2.30331
0.77519,-1.24459,0.81321,-0.79457,2.50847
-0.46303,-2.50812,2.02573,0.38719,0.36637
0.50215,-1.8682,3.09968,-1.12989,2.11147
1.23977,0.19901,-0.2352,1.03465,3.27588
-0.08544,0.55167,0.00039,1.41464,2.91286
-0.69806,1.54747,-0.53091,0.91513,3.77233
1.02501,-1.23665,0.20279,0.20035,0.5895
0.82427,0.77758,2.13063,-0.71565,4.32701
3.15349,-1.06832,0.22861,-1.39092,2.14155
-0.24654,-0.34613,-0.79404,-0.5414,-1.063
-0.92214,-0.03495,-1.3736,0.40791,-1.63382
-0.71226,0.2513,0.72783,-0.39481,-0.07143
-0.74912,0.41898,0.50726,0.66964,1.74048
0.22882,2.08129,1.49318,-1.45662,3.56587
1.02894,-0.00265,-1.895,1.27142,1.6382
-0.13808,1.36914,-0.35753,-0.45259,2.57575
1.18064,0.15199,-0.70717,0.27089,0.44489
0.98865,-0.00199,-1.15753,-1.20746,-0.14756
2.41864,-1.08361,1.00216,-1.41856,1.87953
0.2094,0.38203,1.25905,2.39115,4.25609
-0.9843,0.27895,0.55963,-0.01882,1.62776
1.35389,0.03868,-2.06398,-0.12433,2.24861
1.01764,0.85546,-0.13371,0.39217,3.12168
0.97967,1.52059,0.64512,0.1681,3.80322
-0.06541,-0.00791,-0.18926,1.29154,1.81659
-0.46079,-1.68808,-0.25186,-0.74587,-1.24026
-1.17694,-0.30425,-1.6856,-0.79082,-3.27754
0.27913,1.72088,0.44814,-1.211,2.76602
0.5977,-0.09001,0.71799,0.19344,2.06514
0.14502,0.10601,-0.72349,2.16161,2.1832
0.43221,1.1474,0.61305,-0.57078,3.04191
0.93404,1.22994,0.01626,-0.50272,3.13307
1.9725,-0.60082,0.22983,1.04131,3.54758
0.2404,0.2751,0.64676,0.65897,3.10338
-0.44364,-0.73285,0.55116,0.46002,1.51722
0.86543,0.19119,-1.42094,-0.09273,-0.26515
0.08336,-0.37665,0.70083,-0.49179,0.81299
1.02445,-0.49725,1.26241,-0.60449,1.10023
-0.02388,0.03054,-0.03637,-1.36005,-1.24707
0.62936,0.00992,-1.28532,-0.27522,-1.14953
0.02093,1.22047,0.54295,0.49007,4.59777
-0.6901,0.47734,0.02542,0.35236,-0.71003
0.50626,2.41896,1.17613,-0.50083,7.74189
-0.42769,-0.03023,0.483,1.33969,3.59077
0.25866,-0.1879,-1.69865,0.18503,0.2058
-0.38022,0.92546,0.55515,0.49125,3.44598
0.32097,1.70323,0.53674,-1.11527,2.00081
0.16413,-0.9514,-0.69193,0.13379,-1.61793
-0.22419,1.75892,0.63704,0.55203,3.1421
-2.41067,-0.11511,1.24505,0.32922,-0.85371
1.12672,-0.12394,-0.97578,0.35229,1.33614
0.80363,0.41985,0.42053,0.60198,4.53315
-0.73403,-0.76866,0.321,0.3575,0.48026
0.03506,-0.75728,0.62599,0.74236,0.8169
0.00799,1.04166,0.5299,1.35392,4.43796
2.47109,0.94155,-0.31906,-0.77815,4.21475
0.21391,-0.02351,0.20702,0.17523,1.41893
0.34275,1.37181,-0.40739,1.84574,4.54918
1.27778,-0.05306,0.50763,-0.14549,2.09557
2.72655,0.79112,2.40944,-0.0145,4.62782
-0.85581,0.31221,-0.25666,-0.9337,-0.92923
0.37446,-0.7104,0.21271,1.30475,1.08154
0.37643,1.15158,-0.36837,0.18626,3.25824
0.77167,1.52386,0.41613,0.5741,3.01617
0.2433,1.04078,1.34724,-0.7418,2.79201
-0.73408,0.51195,1.31829,-0.25664,1.87114
0.18893,-0.2731,0.86274,1.25194,3.33479
0.68757,-0.43964,0.13137,0.091,-0.37946
-1.52376,-0.55434,-0.23368,0.4618,-0.87503
-0.11357,0.25913,-0.83435,1.01255,1.12031
1.3147,-0.40962,-0.42779,-0.6488,-0.47081
-1.07613,-0.67657,-1.4951,1.44708,-0.96708
-0.41596,-0.8673,-1.06824,0.29503,-0.56731
-0.63474,-0.79806,-0.56806,-0.5291,-0.32718
-0.86355,-0.0019,1.53639,0.76334,3.77251
0.9329,-1.42791,0.08648,0.38595,0.30832
-0.94263,-0.97688,-0.58479,-1.05849,-0.97419
